drug_1,drug_2,interaction
Cyclophosphamide,cytarabine,0
Cyclophosphamide,etoposide,0
Cyclophosphamide,prednisone,0
Cyclophosphamide,vincristine,0
Cyclophosphamide,cyclophosphamide,0
Cyclophosphamide,doxorubicin,0
Cyclophosphamide,methotrexate/ifosfamide,0
doxorubicin,vincristine,1
doxorubicin,prednisone,1
doxorubicin,cyclophosphamide,0
doxorubicin,vincristine,0
doxorubicin,doxorubicin,0
doxorubicin,etoposide,0
doxorubicin,cytarabine,0
doxorubicin,etoposide,0
doxorubicin,prednisone,0
doxorubicin,vincristine,0
doxorubicin,cyclophosphamide,0
doxorubicin,doxorubicin,0
doxorubicin,methotrexate/ifosfamide,0
vincristine,prednisone,1
vincristine,cyclophosphamide,0
vincristine,vincristine,0
vincristine,doxorubicin,0
vincristine,etoposide,0
vincristine,cytarabine,0
vincristine,etoposide,0
vincristine,prednisone,0
vincristine,vincristine,0
vincristine,cyclophosphamide,0
vincristine,doxorubicin,0
vincristine,methotrexate/ifosfamide,0
prednisone,cyclophosphamide,0
prednisone,vincristine,0
prednisone,doxorubicin,0
prednisone,etoposide,0
prednisone,cytarabine,0
prednisone,etoposide,0
prednisone,prednisone,0
prednisone,vincristine,0
prednisone,cyclophosphamide,0
prednisone,doxorubicin,0
prednisone,methotrexate/ifosfamide,0
cyclophosphamide,vincristine,1
cyclophosphamide,doxorubicin,1
cyclophosphamide,etoposide,1
cyclophosphamide,cytarabine,1
cyclophosphamide,etoposide,0
cyclophosphamide,prednisone,0
cyclophosphamide,vincristine,0
cyclophosphamide,cyclophosphamide,0
cyclophosphamide,doxorubicin,0
cyclophosphamide,methotrexate/ifosfamide,1
vincristine,doxorubicin,1
vincristine,etoposide,1
vincristine,cytarabine,1
vincristine,etoposide,0
vincristine,prednisone,0
vincristine,vincristine,0
vincristine,cyclophosphamide,0
vincristine,doxorubicin,0
vincristine,methotrexate/ifosfamide,1
doxorubicin,etoposide,1
doxorubicin,cytarabine,1
doxorubicin,etoposide,0
doxorubicin,prednisone,0
doxorubicin,vincristine,0
doxorubicin,cyclophosphamide,0
doxorubicin,doxorubicin,0
doxorubicin,methotrexate/ifosfamide,1
etoposide,cytarabine,1
etoposide,etoposide,0
etoposide,prednisone,0
etoposide,vincristine,0
etoposide,cyclophosphamide,0
etoposide,doxorubicin,0
etoposide,methotrexate/ifosfamide,1
cytarabine,etoposide,0
cytarabine,prednisone,0
cytarabine,vincristine,0
cytarabine,cyclophosphamide,0
cytarabine,doxorubicin,0
cytarabine,methotrexate/ifosfamide,1
etoposide,prednisone,1
etoposide,vincristine,1
etoposide,cyclophosphamide,1
etoposide,doxorubicin,1
etoposide,methotrexate/ifosfamide,0
prednisone,vincristine,1
prednisone,cyclophosphamide,1
prednisone,doxorubicin,1
prednisone,methotrexate/ifosfamide,0
vincristine,cyclophosphamide,1
vincristine,doxorubicin,1
vincristine,methotrexate/ifosfamide,0
cyclophosphamide,doxorubicin,1
cyclophosphamide,methotrexate/ifosfamide,0
doxorubicin,methotrexate/ifosfamide,0
Irinotecan,oxaliplatin,0
Irinotecan,oxaliplatin,0
Irinotecan,irinotecan,0
oxaliplatin,oxaliplatin,0
oxaliplatin,irinotecan,0
oxaliplatin,irinotecan,0
methylergometrine,oxytocin,1
doxorubicin,etoposide,0
docetaxel,gemcitabine,0
docetaxel,pemetrexed,0
docetaxel,erlotinib,0
docetaxel,afatinib,0
docetaxel,osimertinib,0
docetaxel,crizotinib,0
docetaxel,alectinib,0
docetaxel,ceritinib,0
gemcitabine,pemetrexed,0
gemcitabine,erlotinib,0
gemcitabine,afatinib,0
gemcitabine,osimertinib,0
gemcitabine,crizotinib,0
gemcitabine,alectinib,0
gemcitabine,ceritinib,0
pemetrexed,erlotinib,0
pemetrexed,afatinib,0
pemetrexed,osimertinib,0
pemetrexed,crizotinib,0
pemetrexed,alectinib,0
pemetrexed,ceritinib,0
erlotinib,afatinib,0
erlotinib,osimertinib,0
erlotinib,crizotinib,0
erlotinib,alectinib,0
erlotinib,ceritinib,0
afatinib,osimertinib,0
afatinib,crizotinib,0
afatinib,alectinib,0
afatinib,ceritinib,0
osimertinib,crizotinib,0
osimertinib,alectinib,0
osimertinib,ceritinib,0
crizotinib,alectinib,0
crizotinib,ceritinib,0
alectinib,ceritinib,0
formoterol,salmeterol,0
cytarabine,etoposide,1
cefoxitin,ampicillin,1
cefoxitin,chloramphenicol,1
cefoxitin,ceftizoxime,1
cefoxitin,aztreonam,1
cefoxitin,cefotaxime,1
cefoxitin,imipenem,1
cefoxitin,ceftazidime,1
cefoxitin,gentamicin,1
cefoxitin,tetracycline,1
cefoxitin,ciprofloxacin,1
ampicillin,chloramphenicol,1
ampicillin,ceftizoxime,1
ampicillin,aztreonam,1
ampicillin,cefotaxime,1
ampicillin,imipenem,1
ampicillin,ceftazidime,1
ampicillin,gentamicin,1
ampicillin,tetracycline,1
ampicillin,ciprofloxacin,1
chloramphenicol,ceftizoxime,1
chloramphenicol,aztreonam,1
chloramphenicol,cefotaxime,1
chloramphenicol,imipenem,1
chloramphenicol,ceftazidime,1
chloramphenicol,gentamicin,1
chloramphenicol,tetracycline,1
chloramphenicol,ciprofloxacin,1
ceftizoxime,aztreonam,1
ceftizoxime,cefotaxime,1
ceftizoxime,imipenem,1
ceftizoxime,ceftazidime,1
ceftizoxime,gentamicin,1
ceftizoxime,tetracycline,1
ceftizoxime,ciprofloxacin,1
aztreonam,cefotaxime,1
aztreonam,imipenem,1
aztreonam,ceftazidime,1
aztreonam,gentamicin,1
aztreonam,tetracycline,1
aztreonam,ciprofloxacin,1
cefotaxime,imipenem,1
cefotaxime,ceftazidime,1
cefotaxime,gentamicin,1
cefotaxime,tetracycline,1
cefotaxime,ciprofloxacin,1
imipenem,ceftazidime,1
imipenem,gentamicin,1
imipenem,tetracycline,1
imipenem,ciprofloxacin,1
ceftazidime,gentamicin,1
ceftazidime,tetracycline,1
ceftazidime,ciprofloxacin,1
gentamicin,tetracycline,1
gentamicin,ciprofloxacin,1
tetracycline,ciprofloxacin,1
irinotecan,5-FU,1
irinotecan,leucovorin,1
5-FU,leucovorin,1
famotidine,bismuth,0
pembrolizumab,bevacizumab,0
Terlipressin,octreotide,1
Terlipressin,terlipressin,0
octreotide,terlipressin,0
alprazolam,imipramine,0
doxorubicin,etoposide,0
vasopressin,oxytocin,0
vasopressin,bradykinin,0
oxytocin,bradykinin,0
pazopanib,sunitinib,0
pretreated,paclitaxel,0
pretreated,docetaxel,0
pretreated,capecitabine,0
pretreated,vinorelbine,0
pretreated,mitomycin,0
paclitaxel,docetaxel,0
paclitaxel,capecitabine,0
paclitaxel,vinorelbine,0
paclitaxel,mitomycin,0
docetaxel,capecitabine,0
docetaxel,vinorelbine,0
docetaxel,mitomycin,0
capecitabine,vinorelbine,0
capecitabine,mitomycin,0
vinorelbine,mitomycin,0
amphotericin,rifampin,0
Docetaxel,cisplatin,1
Docetaxel,capecitabine,1
cisplatin,capecitabine,1
curcumin,irinotecan,1
ceftriaxone,doxycycline,0
ceftriaxone,plus,0
doxycycline,plus,1
Metformin,genistein,0
Metformin,genistein,0
Metformin,metformin,0
genistein,genistein,0
genistein,metformin,0
genistein,metformin,1
sirolimus,tacrolimus,0
ibritumomab tiuxetan,carmustine,1
ibritumomab tiuxetan,etoposide,1
ibritumomab tiuxetan,cytarabine,1
ibritumomab tiuxetan,melphalan,1
carmustine,etoposide,1
carmustine,cytarabine,1
carmustine,melphalan,1
etoposide,cytarabine,1
etoposide,melphalan,1
cytarabine,melphalan,1
Palbociclib,fulvestrant,1
5-fluorouracil,irinotecan,1
5-fluorouracil,oxaliplatin,1
irinotecan,oxaliplatin,1
daptomycin,vancomycin,0
axitinib,sorafenib,0
axitinib,pazopanib,0
sorafenib,pazopanib,0
paclitaxel,gemcitabine,1
Margetuximab,Trastuzumab,0
cyclophosphamide,vincristine,0
cyclophosphamide,prednisolone,0
vincristine,prednisolone,0
docetaxel,prednisone,1
vasopressin,oxytocin,0
fluorouracil,irinotecan,1
fluorouracil,fluorouracil,0
irinotecan,fluorouracil,0
bevacizumab,fluorouracil,1
bevacizumab,leucovorin,1
bevacizumab,irinotecan,1
fluorouracil,leucovorin,1
fluorouracil,irinotecan,1
leucovorin,irinotecan,1
vincristine,etoposide,0
vincristine,doxorubicin,0
etoposide,doxorubicin,0
cisplatin,etoposide,1
cisplatin,cyclophosphamide,0
cisplatin,doxorubicin,0
cisplatin,vincristine,0
cisplatin,cyclophosphamide,0
cisplatin,etoposide,0
cisplatin,vincristine,0
cisplatin,etoposide,0
etoposide,cyclophosphamide,0
etoposide,doxorubicin,0
etoposide,vincristine,0
etoposide,cyclophosphamide,0
etoposide,etoposide,0
etoposide,vincristine,0
etoposide,etoposide,0
cyclophosphamide,doxorubicin,1
cyclophosphamide,vincristine,1
cyclophosphamide,cyclophosphamide,0
cyclophosphamide,etoposide,0
cyclophosphamide,vincristine,0
cyclophosphamide,etoposide,0
doxorubicin,vincristine,1
doxorubicin,cyclophosphamide,0
doxorubicin,etoposide,0
doxorubicin,vincristine,0
doxorubicin,etoposide,0
vincristine,cyclophosphamide,0
vincristine,etoposide,0
vincristine,vincristine,0
vincristine,etoposide,0
cyclophosphamide,etoposide,1
cyclophosphamide,vincristine,1
cyclophosphamide,etoposide,0
etoposide,vincristine,1
etoposide,etoposide,0
vincristine,etoposide,0
Tetracycline,chlortetracycline,0
nalidixic acid,metronidazole,1
nalidixic acid,metronidazole,0
metronidazole,metronidazole,0
propranolol,primidone,1
doxorubicin,vincristine,0
doxorubicin,etoposide,0
doxorubicin,cisplatin,0
doxorubicin,melphalan,0
vincristine,etoposide,0
vincristine,cisplatin,0
vincristine,melphalan,0
etoposide,cisplatin,0
etoposide,melphalan,0
cisplatin,melphalan,0
oxaliplatin,fluorouracil,1
pamidronate,thalidomide,1
doxorubicin,mitomycin,0
doxorubicin,cisplatin,0
doxorubicin,etoposide,0
mitomycin,cisplatin,0
mitomycin,etoposide,0
cisplatin,etoposide,0
TMC207,moxifloxacin,1
TMC207,pyrazinamide,1
TMC207,amikacin,0
TMC207,ethionamide,0
moxifloxacin,pyrazinamide,1
moxifloxacin,amikacin,1
moxifloxacin,ethionamide,1
pyrazinamide,amikacin,1
pyrazinamide,ethionamide,1
amikacin,ethionamide,1
Propranolol,Pembrolizumab,1
Iohexol,iodixanol,0
vinorelbine,paclitaxel,1
doxorubicin,etoposide,0
Sorafenib,Nivolumab,1
procarbazine,lomustine,1
procarbazine,vincristine,1
lomustine,vincristine,1
nivolumab,dacarbazine,0
LY3022855,durvalumab,1
LY3022855,tremelimumab,1
durvalumab,tremelimumab,0
vildagliptin,voglibose,1
cisplatin,carboplatin,0
cisplatin,etoposide,0
cisplatin,doxorubicin,0
carboplatin,etoposide,0
carboplatin,doxorubicin,0
etoposide,doxorubicin,0
gefitinib,erlotinib,0
gefitinib,afatinib,0
gefitinib,crizotinib,0
gefitinib,bevacizumab,0
erlotinib,afatinib,0
erlotinib,crizotinib,0
erlotinib,bevacizumab,0
afatinib,crizotinib,0
afatinib,bevacizumab,0
crizotinib,bevacizumab,0
paroxetine,fluvoxamine,1
sunitinib,bevacizumab,1
sunitinib,pazopanib,1
sunitinib,interferon-α,1
bevacizumab,pazopanib,1
bevacizumab,interferon-α,1
pazopanib,interferon-α,1
oxaliplatin,gemcitabine,1
cyclophosphamide,paclitaxel,1
Rituximab,melphalan,1
mefloquine,azithromycin,0
Pirfenidone,candesartan,0
Difluprednate,prednisolone,0
cyclophosphamide,procarbazine,1
cyclophosphamide,doxorubicin,1
cyclophosphamide,mitoxantrone,1
cyclophosphamide,etoposide,1
procarbazine,doxorubicin,1
procarbazine,mitoxantrone,1
procarbazine,etoposide,1
doxorubicin,mitoxantrone,1
doxorubicin,etoposide,1
mitoxantrone,etoposide,1
rituximab,cyclophosphamide,1
rituximab,doxorubicin,1
rituximab,vincristine,1
rituximab,prednisone,1
rituximab,rituximab,1
cyclophosphamide,doxorubicin,1
cyclophosphamide,vincristine,1
cyclophosphamide,prednisone,1
cyclophosphamide,rituximab,1
doxorubicin,vincristine,1
doxorubicin,prednisone,1
doxorubicin,rituximab,1
vincristine,prednisone,1
vincristine,rituximab,1
prednisone,rituximab,1
panobinostat,vorinostat,0
nitrendipine,nicardipine,0
BU,IPSA,1
BU,verapamil,1
BU,carbamazepine,1
IPSA,verapamil,1
IPSA,carbamazepine,1
verapamil,carbamazepine,1
docetaxel,trastuzumab,1
insulin-like growth factor-I,prednisolone,1
insulin-like growth factor-I,ursodeoxycholic acid,1
prednisolone,ursodeoxycholic acid,0
oxytocin,vasopressin,0
brinzolamide,brimonidine,0
Artemisinin,artemether,0
Artemisinin,artesunate,0
Artemisinin,dihydroartemisinin,0
Artemisinin,artemisinin,0
Artemisinin,artemisinin,0
artemether,artesunate,0
artemether,dihydroartemisinin,0
artemether,artemisinin,0
artemether,artemisinin,0
artesunate,dihydroartemisinin,0
artesunate,artemisinin,0
artesunate,artemisinin,0
dihydroartemisinin,artemisinin,0
dihydroartemisinin,artemisinin,0
artemisinin,artemisinin,0
gemcitabine,trabectedin,1
dinaciclib,flavopiridol,0
dinaciclib,regorafenib,1
dinaciclib,sorafenib,0
flavopiridol,regorafenib,1
flavopiridol,sorafenib,0
regorafenib,sorafenib,0
Levofloxacin,ambroxol,0
Cytarabine,etoposide,1
warfarin,lenvatinib,1
etoposide,doxorubicin,0
etoposide,cisplatin,0
etoposide,melphalan,0
doxorubicin,cisplatin,0
doxorubicin,melphalan,0
cisplatin,melphalan,0
cisplatin,carboplatin,0
cisplatin,etoposide,0
cisplatin,irinotecan,0
carboplatin,etoposide,0
carboplatin,irinotecan,0
etoposide,irinotecan,0
doxorubicin,etoposide,0
doxorubicin,4-OH-tamoxifen,0
etoposide,4-OH-tamoxifen,0
mitomycin,doxorubicin,0
topotecan,irinotecan,0
inosine,interferon alfa,0
inosine,ribavirin,0
inosine,Merimepodib,0
interferon alfa,ribavirin,1
interferon alfa,Merimepodib,1
ribavirin,Merimepodib,1
carbenicillin,gentamicin,0
cisplatin,gemcitabine,0
cisplatin,etoposide,0
cisplatin,doxorubicin,0
cisplatin,paclitaxel,0
gemcitabine,etoposide,0
gemcitabine,doxorubicin,0
gemcitabine,paclitaxel,0
etoposide,doxorubicin,0
etoposide,paclitaxel,0
doxorubicin,paclitaxel,0
etoposide,doxorubicin,0
etoposide,pirarubicin,0
doxorubicin,pirarubicin,0
doxorubicin,daunorubicin,0
doxorubicin,vincristine,0
doxorubicin,etoposide,0
daunorubicin,vincristine,0
daunorubicin,etoposide,0
vincristine,etoposide,0
endostatin,doxycycline,1
rapamycin,everolimus,0
rapamycin,temsirolimus,0
everolimus,temsirolimus,0
etoposide,doxorubicin,1
etoposide,cisplatin,1
etoposide,mitotane,1
doxorubicin,cisplatin,1
doxorubicin,mitotane,1
cisplatin,mitotane,1
Oxaliplatin,gemcitabine,1
docetaxel,abiraterone,0
docetaxel,enzalutamide,0
docetaxel,cabozantinib,0
docetaxel,carboplatin,0
docetaxel,cabazitaxel,0
abiraterone,enzalutamide,0
abiraterone,cabozantinib,0
abiraterone,carboplatin,0
abiraterone,cabazitaxel,0
enzalutamide,cabozantinib,0
enzalutamide,carboplatin,0
enzalutamide,cabazitaxel,0
cabozantinib,carboplatin,0
cabozantinib,cabazitaxel,0
carboplatin,cabazitaxel,0
bismuth,sucralfate,0
Doxorubicin,lapatinib,1
ritonavir,docetaxel,1
Ramucirumab,osimertinib,1
etoposide,cytarabine,1
etoposide,mitoxantrone,1
cytarabine,mitoxantrone,1
cyclosporine,tacrolimus,0
cyclosporine,tacrolimus,0
cyclosporine,cyclosporine,0
tacrolimus,tacrolimus,0
tacrolimus,cyclosporine,0
tacrolimus,cyclosporine,0
Isoniazid,streptomycin,0
Isoniazid,rifampin,0
Isoniazid,ethambutol,0
streptomycin,rifampin,0
streptomycin,ethambutol,0
rifampin,ethambutol,0
methamphetamine,haloperidol,1
methamphetamine,haloperidol,0
haloperidol,haloperidol,0
cyclophosphamide,daclizumab,0
cyclophosphamide,denileukin diftitox,0
daclizumab,denileukin diftitox,0
vancomycin,ampicillin,1
etoposide,prednisone,1
etoposide,vincristine,1
etoposide,cyclophosphamide,1
etoposide,doxorubicin,1
prednisone,vincristine,1
prednisone,cyclophosphamide,1
prednisone,doxorubicin,1
vincristine,cyclophosphamide,1
vincristine,doxorubicin,1
cyclophosphamide,doxorubicin,1
Tremelimumab,gemcitabine,1
etoposide,doxorubicin,0
capecitabine,lapatinib,1
Apalutamide,Abiraterone,1
Apalutamide,Prednisone,1
Abiraterone,Prednisone,1
nintedanib,letrozole,1
trastuzumab,vinorelbine,1
carboplatin,ifosfamide,1
carboplatin,Dex,1
carboplatin,GM-CSF,1
ifosfamide,Dex,1
ifosfamide,GM-CSF,1
Dex,GM-CSF,0
methylprednisolone,prednisolone,1
methylprednisolone,tacrolimus,1
prednisolone,tacrolimus,1
vinorelbine,pemetrexed,1
vinorelbine,imexon,1
pemetrexed,imexon,1
enalapril,atenolol,0
enalapril,enalapril,0
enalapril,atenolol,0
enalapril,enalapril,0
enalapril,atenolol,0
enalapril,enalapril,0
enalapril,atenolol,0
atenolol,enalapril,0
atenolol,atenolol,0
atenolol,enalapril,0
atenolol,atenolol,0
atenolol,enalapril,0
atenolol,atenolol,0
enalapril,atenolol,1
enalapril,enalapril,0
enalapril,atenolol,0
enalapril,enalapril,0
enalapril,atenolol,0
atenolol,enalapril,0
atenolol,atenolol,0
atenolol,enalapril,0
atenolol,atenolol,0
enalapril,atenolol,0
enalapril,enalapril,0
enalapril,atenolol,0
atenolol,enalapril,0
atenolol,atenolol,0
enalapril,atenolol,0
fluorouracil,folinic acid,1
fluorouracil,oxaliplatin,1
folinic acid,oxaliplatin,1
Bevacizumab,interferon alfa,1
YM155,rituximab,1
droperidol,dolasetron,0
doxycycline,azithromycin,0
carboplatin,gemcitabine,1
carboplatin,carboplatin,0
gemcitabine,carboplatin,0
betamethasone,tazarotene,1
Valsartan,sulfasalazine,1
Mitoxantrone,Glatiramer,0
5-fluorouracil,oxaliplatin,1
5-fluorouracil,irinotecan,1
oxaliplatin,irinotecan,1
aspirin,naproxen,0
aspirin,sulindac,0
aspirin,celecoxib,0
aspirin,licofelone,0
naproxen,sulindac,0
naproxen,celecoxib,0
naproxen,licofelone,0
sulindac,celecoxib,0
sulindac,licofelone,0
celecoxib,licofelone,0
Lenalidomide,bortezomib,0
mefloquine,praziquantel,1
mefloquine,praziquantel,0
mefloquine,mefloquine,0
praziquantel,praziquantel,0
praziquantel,mefloquine,0
praziquantel,mefloquine,0
trastuzumab,epirubicin,1
doxorubicin,cyclophosphamide,1
doxorubicin,paclitaxel,1
doxorubicin,trastuzumab,1
cyclophosphamide,paclitaxel,1
cyclophosphamide,trastuzumab,1
paclitaxel,trastuzumab,1
Bupropion,nicotine,1
amoxicillin,clarithromycin,0
amoxicillin,metronidazole,0
amoxicillin,tetracycline,0
amoxicillin,levofloxacin,0
clarithromycin,metronidazole,0
clarithromycin,tetracycline,0
clarithromycin,levofloxacin,0
metronidazole,tetracycline,0
metronidazole,levofloxacin,0
tetracycline,levofloxacin,0
tetracycline,streptomycin,0
Meropenem,vancomycin,0
glycopyrrolate,atropine,0
glycopyrrolate,glycopyrrolate,0
atropine,glycopyrrolate,0
doxorubicin/cyclophosphamide,paclitaxel,0
doxorubicin/cyclophosphamide,trastuzumab,1
doxorubicin/cyclophosphamide,vinorelbine,0
doxorubicin/cyclophosphamide,trastuzumab,0
paclitaxel,trastuzumab,1
paclitaxel,vinorelbine,0
paclitaxel,trastuzumab,0
trastuzumab,vinorelbine,0
trastuzumab,trastuzumab,0
vinorelbine,trastuzumab,1
Peginterferon alfa-2a,ribavirin,1
pyrimethamine,mefloquine,0
erlotinib,celecoxib,1
docetaxel,cetuximab,0
docetaxel,methotrexate,0
docetaxel,carboplatin,0
docetaxel,5-fluorouracil,0
docetaxel,everolimus,0
cetuximab,methotrexate,0
cetuximab,carboplatin,0
cetuximab,5-fluorouracil,0
cetuximab,everolimus,0
methotrexate,carboplatin,0
methotrexate,5-fluorouracil,0
methotrexate,everolimus,0
carboplatin,5-fluorouracil,0
carboplatin,everolimus,0
5-fluorouracil,everolimus,0
verapamil,trifluoperazine,0
verapamil,reserpine,0
trifluoperazine,reserpine,0
vincristine,etoposide,0
vincristine,cisplatin,0
vincristine,cytarabine,0
vincristine,paclitaxel,0
etoposide,cisplatin,0
etoposide,cytarabine,0
etoposide,paclitaxel,0
cisplatin,cytarabine,0
cisplatin,paclitaxel,0
cytarabine,paclitaxel,0
lamivudine,adefovir,1
aspirin,aspirin,0
aspirin,metoclopramide,0
aspirin,metoclopramide,1
neratinib,emtansine,0
neratinib,trastuzumab deruxtecan,0
emtansine,trastuzumab deruxtecan,0
adalimumab,methotrexate,1
adalimumab,adalimumab,0
methotrexate,adalimumab,0
lapatinib,irinotecan,1
atorvastatin,sulfamethoxazole,0
atorvastatin,carbamazepine,0
atorvastatin,levofloxacin,0
atorvastatin,sertraline,0
atorvastatin,trimethoprim,0
sulfamethoxazole,carbamazepine,0
sulfamethoxazole,levofloxacin,0
sulfamethoxazole,sertraline,0
sulfamethoxazole,trimethoprim,0
carbamazepine,levofloxacin,0
carbamazepine,sertraline,0
carbamazepine,trimethoprim,0
levofloxacin,sertraline,0
levofloxacin,trimethoprim,0
sertraline,trimethoprim,0
meglumine,iopamidol,0
meglumine,iohexol,0
iopamidol,iohexol,0
cisplatin,vincristine,1
cisplatin,bleomycin,1
vincristine,bleomycin,1
bupropion,nicotine,1
azithromycin,doxycycline,0
cabazitaxel,mitoxantrone,0
vincristine,actinomycin D,1
vincristine,cyclophosphamide,1
vincristine,etoposide,1
vincristine,cisplatin,1
actinomycin D,cyclophosphamide,1
actinomycin D,etoposide,1
actinomycin D,cisplatin,1
cyclophosphamide,etoposide,1
cyclophosphamide,cisplatin,1
etoposide,cisplatin,1
rituximab,cyclophosphamide,1
rituximab,vincristine,1
rituximab,doxorubicin,1
rituximab,methotrexate/ifosfamide,1
rituximab,etoposide,1
rituximab,cytarabine,1
cyclophosphamide,vincristine,1
cyclophosphamide,doxorubicin,1
cyclophosphamide,methotrexate/ifosfamide,1
cyclophosphamide,etoposide,1
cyclophosphamide,cytarabine,1
vincristine,doxorubicin,1
vincristine,methotrexate/ifosfamide,1
vincristine,etoposide,1
vincristine,cytarabine,1
doxorubicin,methotrexate/ifosfamide,1
doxorubicin,etoposide,1
doxorubicin,cytarabine,1
methotrexate/ifosfamide,etoposide,1
methotrexate/ifosfamide,cytarabine,1
etoposide,cytarabine,1
topotecan,etoposide,0
topotecan,doxorubicin,0
topotecan,vincristine,0
etoposide,doxorubicin,0
etoposide,vincristine,0
doxorubicin,vincristine,0
nifuratel,amoxicillin,1
nifuratel,bismuth,1
amoxicillin,bismuth,1
anthracycline,etoposide,1
anthracycline,behenoyl cytarabine,1
etoposide,behenoyl cytarabine,1
clopidogrel,aspirin,0
clopidogrel,ASA,1
aspirin,ASA,0
Raloxifene,letrozole,1
flutamide,leuprolide acetate,1
flutamide,leuprolide acetate,0
leuprolide acetate,leuprolide acetate,0
desogestrel,levonorgestrel,1
clarithromycin,amoxicillin,0
clarithromycin,gentamicin,0
clarithromycin,furazolidone,0
clarithromycin,metronidazole,0
clarithromycin,levofloxacin,0
amoxicillin,gentamicin,0
amoxicillin,furazolidone,0
amoxicillin,metronidazole,0
amoxicillin,levofloxacin,0
gentamicin,furazolidone,0
gentamicin,metronidazole,0
gentamicin,levofloxacin,0
furazolidone,metronidazole,0
furazolidone,levofloxacin,0
metronidazole,levofloxacin,0
guaifenesin,diphenhydramine,1
guaifenesin,chlorpheniramine,1
diphenhydramine,chlorpheniramine,1
vincristine,actinomycin D,1
vincristine,cyclophosphamide,1
vincristine,doxorubicin,1
vincristine,vincristine,0
vincristine,doxorubicin,0
vincristine,cyclophosphamide,0
vincristine,ifosfamide,0
vincristine,etoposide,0
actinomycin D,cyclophosphamide,1
actinomycin D,doxorubicin,1
actinomycin D,vincristine,0
actinomycin D,doxorubicin,0
actinomycin D,cyclophosphamide,0
actinomycin D,ifosfamide,0
actinomycin D,etoposide,0
cyclophosphamide,doxorubicin,1
cyclophosphamide,vincristine,0
cyclophosphamide,doxorubicin,0
cyclophosphamide,cyclophosphamide,0
cyclophosphamide,ifosfamide,0
cyclophosphamide,etoposide,0
doxorubicin,vincristine,0
doxorubicin,doxorubicin,0
doxorubicin,cyclophosphamide,0
doxorubicin,ifosfamide,0
doxorubicin,etoposide,0
vincristine,doxorubicin,1
vincristine,cyclophosphamide,1
vincristine,ifosfamide,1
vincristine,etoposide,1
doxorubicin,cyclophosphamide,1
doxorubicin,ifosfamide,1
doxorubicin,etoposide,1
cyclophosphamide,ifosfamide,1
cyclophosphamide,etoposide,1
ifosfamide,etoposide,1
Ceftriaxone,gentamicin,1
Ceftriaxone,ceftriaxone,0
gentamicin,ceftriaxone,0
acamprosate,naltrexone,1
atovaquone,pyrimethamine,1
tenofovir,emtricitabine,1
tenofovir,raltegravir,1
tenofovir,TVR,1
emtricitabine,raltegravir,1
emtricitabine,TVR,1
raltegravir,TVR,1
Ampicillin,Tobramycin,0
azithromycin,doxycycline,1
cefazolin,cephapirin,0
lactose,lactose,0
lactose,xylose,0
lactose,xylose,0
rapamycin,doxycycline,1
prednisolone,cyclophosphamide,1
prednisolone,vincristine,1
prednisolone,prednisone,1
prednisolone,methotrexate,1
prednisolone,psoralen-ultraviolet-A,1
prednisolone,procarbacine,1
prednisolone,citrovorum,1
cyclophosphamide,vincristine,1
cyclophosphamide,prednisone,1
cyclophosphamide,methotrexate,1
cyclophosphamide,psoralen-ultraviolet-A,1
cyclophosphamide,procarbacine,1
cyclophosphamide,citrovorum,1
vincristine,prednisone,1
vincristine,methotrexate,1
vincristine,psoralen-ultraviolet-A,1
vincristine,procarbacine,1
vincristine,citrovorum,1
prednisone,methotrexate,1
prednisone,psoralen-ultraviolet-A,1
prednisone,procarbacine,1
prednisone,citrovorum,1
methotrexate,psoralen-ultraviolet-A,1
methotrexate,procarbacine,1
methotrexate,citrovorum,1
psoralen-ultraviolet-A,procarbacine,1
psoralen-ultraviolet-A,citrovorum,1
procarbacine,citrovorum,1
bevacizumab,cetuximab,0
Vinorelbine,Gemcitabine,1
etoposide,colchicine,1
carboplatin,paclitaxel,1
vincristine,cyclophosphamide,1
vincristine,doxorubicin,1
vincristine,prednisone,1
vincristine,doxorubicin,1
vincristine,ranimustine,1
vincristine,prednisone,1
vincristine,etoposide,1
vincristine,carboplatin,1
vincristine,prednisone,1
vincristine,vindesine,1
cyclophosphamide,doxorubicin,1
cyclophosphamide,prednisone,1
cyclophosphamide,doxorubicin,1
cyclophosphamide,ranimustine,1
cyclophosphamide,prednisone,1
cyclophosphamide,etoposide,1
cyclophosphamide,carboplatin,1
cyclophosphamide,prednisone,1
cyclophosphamide,vindesine,1
doxorubicin,prednisone,1
doxorubicin,doxorubicin,1
doxorubicin,ranimustine,1
doxorubicin,prednisone,1
doxorubicin,etoposide,1
doxorubicin,carboplatin,1
doxorubicin,prednisone,1
doxorubicin,vindesine,1
prednisone,doxorubicin,1
prednisone,ranimustine,1
prednisone,prednisone,1
prednisone,etoposide,1
prednisone,carboplatin,1
prednisone,prednisone,1
prednisone,vindesine,1
doxorubicin,ranimustine,1
doxorubicin,prednisone,1
doxorubicin,etoposide,1
doxorubicin,carboplatin,1
doxorubicin,prednisone,1
doxorubicin,vindesine,1
ranimustine,prednisone,1
ranimustine,etoposide,1
ranimustine,carboplatin,1
ranimustine,prednisone,1
ranimustine,vindesine,1
prednisone,etoposide,1
prednisone,carboplatin,1
prednisone,prednisone,1
